id,title,image,description,date,category,rating
1772615208635,DULCE DE LECHE TRES LECHES CAKE,1772620590956-86482426-DULCE_DE_LECHE_TRES_LECHES_CAKE.jpg,"Ingredients:
* 1 cup all-purpose flour
* 1 teaspoon baking powder
* 1/2 teaspoon baking soda
* 1/4 teaspoon salt
* 4 large eggs, separated
* 1 cup granulated sugar, divided
* 1/2 cup whole milk
* 1/2 cup vegetable oil
* 1 teaspoon vanilla extract
* 1 can (12 oz) evaporated milk
* 1 can (14 oz) sweetened condensed milk
* 1 cup heavy cream
* 1 cup dulce de leche for topping

Instructions:
1. Preheat your oven to 350°F (175°C). Prepare a 9-inch round cake pan by greasing and flouring it or line it with parchment paper for easier removal.
2. In a medium bowl, whisk together the flour, baking powder, baking soda, and salt. This will ensure the dry ingredients are well combined for a fluffy cake.
3. In a large mixing bowl, beat the egg yolks with 3/4 cup of granulated sugar until the mixture is light and fluffy. This should take about 4-5 minutes. Add the milk, vegetable oil, and vanilla extract, mixing until well incorporated.
4. Gradually add the dry ingredients to the wet mixture, stirring gently until just combined. Do not over-mix; a few lumps are fine!
5. In a separate bowl, beat the egg whites until stiff peaks form. Slowly add the remaining 1/4 cup of sugar while continuing to beat until glossy and stiff peaks hold their shape.
6. Carefully fold the beaten egg whites into the cake batter in three additions, ensuring not to deflate the mixture. This will give your cake a light and airy texture.
7. Pour the batter into the prepared cake pan and smooth the top with a spatula. Bake for 25-30 minutes or until a toothpick inserted in the center comes out clean.
8. While the cake is baking, prepare the tres leches mixture. In a bowl, combine evaporated milk, sweetened condensed milk, and heavy cream. Whisk until smooth.
9. Once the cake is out of the oven, allow it to cool for about 10 minutes before inverting onto a serving plate. Use a skewer to poke holes all over the top of the cake, allowing the milk mixture to soak in.
10. Slowly pour the tres leches mixture over the cake, ensuring it absorbs as much as possible. Let the cake cool completely at room temperature.
11. Once the cake has cooled, spread a generous layer of dulce de leche on top for that sweet, caramelized finish. You can also drizzle some extra on slices when serving.
12. Chill the cake in the refrigerator for at least 2 hours before serving to ensure the flavors blend beautifully and the cake becomes even more moist.",2026-03-04T09:06:48.635Z,Dessert,5
1772615306981,UBE TRES LECHES CAKE,1772620664314-346571909-UBE_TRES_LECHES_CAKE.jpg,"Ingredients
For the Cake
* 2 cups All-Purpose Flour
* 2 teaspoons Baking Powder
* ½ teaspoon Salt
* 4 large Eggs
* ½ cup Whole Milk
* ¾ cup Granulated Sugar
* 1 teaspoon Ube Extract
* ½ cup Ube Halaya (ube jam)
For the Milk Soak
* 1 can Evaporated Milk
* 1 can Condensed Milk
* 1 can Coconut Milk
For the Topping
* 1 cup Heavy Whipping Cream
* ¼ cup Granulated Sugar

Instructions
1. Preheat the Oven to 350°F (180°C) and grease a 9x13-inch baking dish.
2. In a medium bowl, sift together 2 cups of all-purpose flour, 2 teaspoons of baking powder, and ½ teaspoon of salt.
3. In a large mixing bowl, beat together 4 large egg yolks and ¾ cup of granulated sugar until fluffy and pale.
4. Fold in ½ cup of ube halaya, 1 teaspoon of ube extract, and ½ cup of whole milk.
5. Gently fold the wet egg yolk mixture into the bowl of sifted dry ingredients until combined.
6. In a clean bowl, beat the 4 large egg whites with ¼ cup of sugar until stiff peaks form.
7. Carefully fold the whipped egg whites into the cake batter in three additions.
8. Pour the batter into the prepared baking dish and bake for 30 minutes or until a toothpick comes out clean.
9. While the cake cools, whisk together 1 can of evaporated milk, 1 can of condensed milk, 1 can of coconut milk, and 1 teaspoon of ube extract.
10. Poke holes in the cooled cake and pour the milk mixture evenly over the cake.
11. Allow the cake to sit at room temperature for 20 minutes, then refrigerate for at least 8 hours.
12. To prepare the topping, beat together 1 cup of heavy whipping cream, ¼ cup of coconut milk, 2 tablespoons of sugar, and 1 teaspoon of ube extract until soft peaks form.
13. Spread the whipped topping over the soaked cake.",2026-03-04T09:08:26.981Z,Dessert,5
1772616699644,BAKED LEMON PEPPER CHICKEN WINGS,1772620693745-787678901-BAKED_LEMON_PEPPER_CHICKEN_WINGS.jpg,"Ingredients
* 1.5 – 2 pounds chicken wings (about 16-20 wings)
* 3 Tablespoons olive oil
* 4 Tablespoons salted butter
* 1-2 Tablespoons honey (optional)
* 2 Tablespoons lemon pepper seasoning
* 2 teaspoons freshly squeezed lemon juice
* 1 teaspoon lemon zest

Instructions
1. Preheat oven to 425˚F.
2. Set wings on top of a cooling rack set atop a rimmed baking sheet. Brush each wing with olive oil on both sides.
3. Bake for 35-40 minutes (depending on the size of your wings), until they’re golden brown and crispy. The internal temperature should read 165˚F.
4. In a small pot melt butter (or melt butter in the microwave) then pour into a larger bowl and whisk in the honey, lemon pepper seasoning, lemon juice, and lemon zest.
5. Add wings to the bowl, and toss until they’re evenly coated.
6. Optional: serve garnished with a crack or two of black pepper, a little more lemon zest, and some lemon slices on the side.",2026-03-04T09:31:39.644Z,Snack,4
1772616735377,Crispy Baked Buffalo Wings,1772620958276-292518599-Crispy_Baked_Buffalo_Wings.jpg,"INGREDIENTS
* 2 pounds chicken wings (split into flats and drums)
* 1 tablespoon oil
* 2 teaspoons baking powder
* 1 teaspoon salt
* 1 teaspoon garlic powder
* ½ teaspoon black pepper
* ¼ cup Franks RedHot Original Sauce
* ¼ cup melted butter
* 1 tablespoon brown sugar

INSTRUCTIONS
1. Preheat your oven to 450°F. Line a baking sheet with aluminum foil and place a wire rack on top.
2. Pat the wings dry with paper towels (this helps them crisp up in the oven).
3. In a large bowl, toss the wings with oil, baking powder, salt, garlic powder, and black pepper.
4. Arrange the wings on the baking sheet with some space between each one.
5. Bake for 45-50 minutes, flipping once halfway through until golden and crispy.
6. Mix the Frank's RedHot original sauce, butter, and brown sugar in a large bowl. While the wings are still hot, add them to the bowl and toss until evenly coated. Serve with fresh veggies and your favorite dip.
",2026-03-04T09:32:15.377Z,Snack,4
1772616776674, Sweet and Spicy Chicken Wings,1772620981319-931049755-Sweet_and_Spicy_Chicken_Wings.jpg,"INGREDIENTS
For the Wings:
* 2 pounds of chicken wings split into flats and drumettes
* 1 teaspoon salt
* ½ teaspoon black pepper
* 1 teaspoon garlic powder
* 1 teaspoon smoked paprika
For the Sweet and Spicy Glaze:
* ¼ cup honey
* ¼ cup brown sugar
* ¼ cup hot sauce choose your favorite brand for desired heat
* 1 tablespoon soy sauce
* 1 tablespoon apple cider vinegar
* ½ teaspoon cayenne pepperoptional, for extra heat
Optional Garnishes:
* Sliced green onions
* Sesame seeds
* Chopped fresh cilantro

INSTRUCTIONS
Prepare the Chicken Wings:
1. Rinse the chicken wings under cold water and pat them dry with paper towels. Removing excess moisture helps achieve crispy skin.
2. In a large bowl, toss the wings with salt, pepper, garlic powder, and smoked paprika to coat evenly.

Cook the Wings:
* Baking Method:
1. Preheat your oven to 400°F (200°C).
2. Place the wings on a wire rack set over a baking sheet lined with aluminum foil.
3. Bake for 40-45 minutes, flipping halfway through, until the wings are golden brown and crispy.
* Frying Method:
1. Heat oil in a deep fryer or heavy-bottomed pot to 375°F (190°C).
2. Fry the wings in batches for 8-10 minutes until golden and cooked through.
3. Remove and drain on paper towels.

Make the Sweet and Spicy Glaze:
1. In a small saucepan, combine honey, brown sugar, hot sauce, soy sauce, apple cider vinegar, and cayenne pepper.
2. Cook over medium heat, stirring occasionally, until the mixture starts to bubble and slightly thickens (about 3-5 minutes).

Toss the Wings in the Glaze:
1. Transfer the cooked wings to a large mixing bowl.
2. Pour the sweet and spicy glaze over the wings and toss until they are evenly coated.",2026-03-04T09:32:56.674Z,Snack,4
1772617074251,Honey Barbecue Chicken Wings,1772621038259-247980190-Honey_Barbecue_Chicken_Wings.jpg,"Ingredients
* 2 pounds chicken wings, separated into flats and drumettes
* 1 cup barbecue sauce
* 1/3 cup honey
* 1 tablespoon olive oil
* 1 teaspoon garlic powder
* 1 teaspoon smoked paprika
* 1/2 teaspoon salt
* 1/2 teaspoon black pepper

Instructions

1. Start by preheating your oven to 400°F (200°C). This temperature will help your wings turn out crispy and delicious!

2. Line a baking sheet with aluminum foil for easy cleanup. Place a wire rack on top. This allows air to flow around the wings for even cooking, resulting in a better texture.

3. In a large bowl, toss the chicken wings with olive oil, garlic powder, smoked paprika, salt, and black pepper. Mix well until all the wings are evenly coated with the seasoning.

4. Place the seasoned wings on the wire rack in a single layer. Make sure they’re not touching each other, as this helps them cook evenly.

5. Put the baking sheet in the preheated oven and bake for 35-40 minutes. Flip the wings halfway through cooking to ensure they brown nicely on both sides.

6. While the wings are baking, mix together the barbecue sauce and honey in a separate bowl. This will be the sweet and sticky coating for your wings!

7. Once the wings are done baking, take them out of the oven. Generously brush both sides of the wings with the honey barbecue sauce you prepared.

8. Return the sauced wings to the oven and bake for an additional 5-7 minutes. This final bake will caramelize the sauce and give the wings that perfect glaze.

9. Once done, remove the wings from the oven and let them rest for a few minutes. If you like, serve them on a bed of fresh lettuce leaves for a nice presentation. Enjoy your sticky, sweet, and smoky honey barbecue chicken wings!",2026-03-04T09:37:54.251Z,Snack,4
1772617112447,COCA COLA CHICKEN,1772621265719-907020953-COCA_COLA_CHICKEN.jpg,"Ingredients
* 2 pounds chicken wings
* salt & pepper, to taste
* 2 tablespoons oil
* 1 can coca cola
* 3 stalks green onions, cut into thirds
* 1 tablespoon shaoxing wine
* 1 tablespoon dark soy sauce
* 2 tablespoons soy sauce, low sodium

Instructions
1. Pat dry the chicken wings with a paper towel. Season them generously with salt and pepper.
2. Heat up a tablespoon of oil in a large skillet over medium heat. Once the oil is hot, add the chicken wings in a single layer.
3. Sear the chicken wings on both sides for 5 to 6 minutes per side, or until the skin is golden. You can add more oil as needed.
4. After searing the wings on both sides, add the cola, green onions, shaoxing wine, soy sauce, and dark soy sauce to the skillet.
5. Simmer the mixture in the skillet for 15 to 20 minutes, or until the sauce has thickened to coat your chicken wings.
6. Discard the green onions and serve.
",2026-03-04T09:38:32.447Z,Snack,4
1772617162040,Fried Sticky Korean Chicken Wings,1772621319943-133627529-Fried_Sticky_Korean_Chicken_Wings.jpg,"Ingredients for Chicken Wings
* 2 lb chicken wings
* 1 tsp sea salt
* ½ tsp freshly ground black pepper
* ½ cup cornstarch
* ¼ cup all-purpose flour
* ½ tsp baking powder
* vegetable oil

Ingredients Sticky Korean Sauce
* 3 Tbsp gochujang hot sauce
* 3 Tbsp soy sauce
* ¼ cup honey
* 2 Tbsp brown sugar
* 2 Tbsp rice vinegar
* 3 cloves garlic, minced
* 1 tsp fresh ginger root, grated
* 1 tsp sesame oil
* ¼ cup water
* toasted sesame seeds (for garnish)

Instructions
1. Pat the chicken wings dry very well with paper towels to remove surface moisture.
2. Place them in a large bowl and season evenly with sea salt and black pepper.
3. In a separate bowl whisk together the cornstarch, all-purpose flour, and baking powder.
4. Add the wings and toss until every piece is well coated and no dry patches remain.
5. Pour vegetable oil into a heavy pot or deep pan so it is about 2 inches deep.
6. Heat the oil to 350°F over medium heat, using a thermometer for accuracy if possible.
7. Fry the wings in batches, without crowding, for 8 to 10 minutes until light golden and cooked through.
8. Transfer them to a wire rack set over a sheet pan to drain while you fry the remaining batches.
9. Increase the oil temperature slightly to about 375°F for the second fry. Return the wings to the hot oil in batches and fry 3 to 4 minutes until deeply golden and very crisp.
10. Drain again on the wire rack and keep warm.
Make the sticky Korean sauce:
1. While the wings fry, combine gochujang, soy sauce, honey, and brown sugar in a small saucepan.
2. Add the rice vinegar, garlic, ginger, sesame oil, and water, and stir until everything is evenly mixed.
3. Place the pan over medium heat and simmer 3 to 5 minutes, stirring often, until slightly thickened and glossy.
4. Transfer the hot wings to a large clean bowl and pour the warm sauce over them.
5. Toss gently with tongs until every wing is coated in a sticky, even layer of sauce.
6. Sprinkle the sticky wings with toasted sesame seeds and an optional shower of thinly sliced green onions.
7. Serve immediately while the coating stays crisp and the sauce is hot and glossy.",2026-03-04T09:39:22.040Z,Snack,4
1772621384301,Peach Upside-Down Cake,1772624062537-465128867-Peach_Upside-Down_Cake.jpg,"Ingredients
The Caramelized Topping
* 60g Unsalted Butter, melted
* 100g Light Brown Sugar, packed
* 3–4 large Fresh Peaches, firm but ripe, sliced into 1cm wedges
* 1/4 teaspoon Ground Ginger (optional, for a subtle warmth)

The Vanilla Sponge
* 190g All-Purpose Flour
* 150g Granulated Sugar
* 1.5 teaspoons Baking Powder
* 1/2 teaspoon Fine Sea Salt
* 115g Unsalted Butter, softened to room temperature
* 1 Large Egg, room temperature.
* 120ml Sour Cream(this provides the essential moisture and tang).
* 60ml Whole Milk
* 1 tablespoon Vanilla Bean Paste

Instructions
1. Preheat your oven to 175°C. Pour the melted butter into a 23cm (9-inch) round cake pan. Sprinkle the brown sugar and ginger evenly over the butter. Arrange the peach slices in a circular pattern, overlapping them slightly until the entire base of the pan is covered.

2. In a large bowl, beat the softened butter and granulated sugar until the mixture is pale and fluffy. Add the egg and vanilla bean paste, beating again until fully incorporated.
3. In a separate bowl, whisk together the flour, baking powder, and salt. In a small jug, mix the sour cream and milk. Alternate adding the dry ingredients and the liquid mixture to the butter base, starting and ending with the flour. Mix until just combined; over-mixing will lead to a tough sponge.

4. Carefully dollop the thick batter over the peaches. Use an offset spatula to spread it gently to the edges, being careful not to disturb your peach arrangement. Bake for 35–45 minutes. The cake is done when the top is golden brown and a skewer inserted into the center comes out clean.

5. Let the cake cool in the pan for exactly 10 minutes. This allows the caramel to settle but prevents it from hardening and sticking. Run a knife around the edge. Place a serving plate over the pan and, in one confident motion, invert it. Leave the pan in place for a minute to let the juices drizzle down, then slowly lift it off.",2026-03-04T10:49:44.301Z,Dessert,5
1772621428441,Strawberry Upside Down Cake,1772624333627-116290961-Strawberry_Upside_Down_Cake.jpg,"Ingredients
For the Topping
* 2 cups Fresh strawberries use
* 1/2 cup Brown sugar
* 1/4 cup Unsalted butter
For the Cake Batter
* 1 cup Granulated sugar
* 1/2 cup Unsalted butter softened
* 2 large Eggs
* 1 cup Milk
* 1 1/2 cups All-purpose flour
* 2 teaspoons Baking powder
* 1 teaspoon Vanilla extract
* 1/4 teaspoon Salt

Instructions
1. Preheat your oven to 350°F (175°C) and grease a 9-inch round baking pan with 1/4 cup of unsalted butter.

2. Arrange the 2 cups of fresh strawberries evenly over the bottom of the greased pan. Sprinkle 1/2 cup of brown sugar on top.

3. Cream together 1/2 cup of softened unsalted butter and 1 cup of granulated sugar until light and fluffy.

4. Beat in 2 large eggs one at a time, then stir in 1 cup of milk and 1 teaspoon of vanilla extract.

5. Combine 1 1/2 cups of all-purpose flour, 2 teaspoons of baking powder, and 1/4 teaspoon of salt in another bowl.

6. Gradually add the dry ingredients to the wet mixture, mixing until just combined.

7. Pour the batter over the arranged strawberries in the pan.

8. Bake for 35 minutes, or until a toothpick inserted in the center comes out clean.

9. Cool the cake for a few minutes in the pan, then invert it onto a serving plate to showcase the strawberries.",2026-03-04T10:50:28.441Z,Dessert,5
1772623417016,BANANA FOSTER UPSIDE DOWN CAKE,1772624466167-604466789-BANANA_FOSTER_UPSIDE_DOWN_CAKE.jpg,"INGREDIENTS
* 3 ripe bananas, sliced
* 1 cup brown sugar, packed
* 1 cup butter, softened and divided
* 1 1/2 cups all purpose flour
* 1 1/2 teaspoons baking powder
* 1/4 teaspoon salt
* 2 large eggs
* 3/4 cup granulated sugar
* 1 teaspoon vanilla extract
* 1/2 cup milk

INSTRUCTIONS
1. Preheat your oven to 350 degrees and lightly grease a 9 inch cake pan.

2. Whisk flour, baking powder, and salt in one bowl. In another, cream butter and granulated sugar until fluffy, then add eggs and vanilla.

3. Mix dry ingredients into wet, alternating with milk until smooth.

4. Melt butter and brown sugar until bubbly, then pour into the cake pan.

5. Arrange banana slices neatly over the caramel layer.

6. Pour cake batter over the bananas and smooth the top.

7. Bake for 35 to 40 minutes until golden and set.

8. Let the cake rest for 10 minutes, then flip onto a serving plate.",2026-03-04T11:23:37.016Z,Dessert,5
